,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000231764,81.0,1486.0,670.0,596.0,52.0,954.0,236.0,101.0,73.0,238.0,2807.0,32.0,14.0,37.0,127.0,0.0,10.0,19.0,60.0,217.0,61.0,147.0,1332.0,120.0,4.0,17.0,20.0,1686.0,1036.0,2.0,0.0,381.0,3.0,2.0,5.0,8.0,1.0,51.0,10.0,2.0,10.0,1.0,0.0,402.0,161.0,344.0,27.0,5.0,461.0,50.0,0.0,1.0,156.0,10.0,339.0,2.0,0.0,0.0,922.0,420.0,566.0,56.0,41.0,5362.0,379.0,75.0,100.0,22.0,1704.0,349.0,25.0,6.0,24.0,162.0,83.0,3.0,687.0,115.0,1.0,250.0,1011.0,883.0,368.0,932.0,8.0,27.0,6.0,8.0,5.0,3.0,10.0,4.0,1.0,0.0,0.0,5.0
ENSG00000231971,1367.0,909.0,59.0,165.0,615.0,68.0,129.0,112.0,52.0,30.0,30.0,29.0,173.0,21.0,53.0,0.0,7.0,474.0,22.0,5.0,5.0,3.0,23.0,17.0,0.0,8.0,1.0,11.0,9.0,0.0,0.0,1.0,0.0,89.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1524.0,92.0,35.0,105.0,8.0,19.0,1.0,1.0,6.0,22.0,5.0,0.0,4.0,6.0,376.0,34.0,247.0,316.0,640.0,25.0,66.0,659.0,1838.0,18.0,21.0,56.0,16.0,2.0,5.0,21.0,292.0,38.0,15.0,54.0,11.0,67.0,7.0,21.0,5.0,15.0,237.0,41.0,3.0,47.0,29.0,0.0,3.0,4.0,5.0,1.0,2.0,6.0
ENSG00000232053,28.0,41.0,21.0,12.0,90.0,38.0,20.0,5.0,748.0,22.0,22.0,3.0,3.0,173.0,39.0,11.0,14.0,13.0,99.0,4.0,3.0,6.0,14.0,42.0,0.0,7.0,1.0,6.0,5.0,0.0,2.0,7.0,0.0,2.0,31.0,5.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,7.0,25.0,7.0,15.0,5.0,7.0,197.0,0.0,0.0,7.0,13.0,3.0,0.0,0.0,0.0,74.0,8.0,24.0,10.0,11.0,34.0,15.0,27.0,19.0,14.0,46.0,6.0,20.0,1.0,16.0,102.0,22.0,3.0,18.0,6.0,1.0,13.0,29.0,14.0,8.0,7.0,3.0,79.0,4.0,0.0,0.0,4.0,8.0,6.0,3.0,0.0,1.0,0.0
ENSG00000232079,245.0,138.0,54.0,37.0,129.0,71.0,19.0,15.0,17.0,37.0,67.0,8.0,15.0,0.0,35.0,40.0,27.0,183.0,16.0,7.0,4.0,4.0,44.0,1.0,2.0,34.0,0.0,28.0,54.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,375.0,16.0,3.0,23.0,9.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,90.0,8.0,29.0,56.0,80.0,145.0,31.0,360.0,433.0,9.0,104.0,32.0,51.0,0.0,28.0,3.0,62.0,31.0,35.0,24.0,12.0,27.0,58.0,8.0,18.0,30.0,50.0,11.0,12.0,1.0,5.0,2.0,6.0,6.0,2.0,0.0,1.0,1.0
ENSG00000232284,107.0,1079.0,1464.0,1196.0,374.0,1164.0,667.0,808.0,593.0,1061.0,726.0,127.0,26.0,52.0,450.0,182.0,81.0,79.0,30.0,55.0,104.0,232.0,387.0,157.0,3.0,63.0,8.0,446.0,329.0,0.0,38.0,221.0,0.0,17.0,14.0,13.0,9.0,15.0,33.0,4.0,3.0,2.0,6.0,500.0,871.0,530.0,535.0,96.0,212.0,30.0,2.0,1.0,168.0,85.0,48.0,9.0,1.0,0.0,2647.0,705.0,1244.0,87.0,48.0,1339.0,653.0,224.0,384.0,137.0,4560.0,968.0,58.0,46.0,57.0,396.0,233.0,10.0,424.0,143.0,14.0,1176.0,366.0,537.0,280.0,513.0,23.0,244.0,20.0,57.0,7.0,29.0,160.0,11.0,8.0,17.0,13.0,3.0
ENSG00000232310,2782.0,4398.0,103.0,555.0,2453.0,207.0,281.0,454.0,203.0,101.0,65.0,95.0,402.0,60.0,129.0,1.0,25.0,733.0,92.0,11.0,45.0,16.0,61.0,61.0,2.0,23.0,4.0,27.0,36.0,4.0,1.0,8.0,2.0,261.0,93.0,12.0,1.0,7.0,5.0,1.0,4.0,4.0,1.0,285.0,6618.0,436.0,165.0,346.0,13.0,56.0,1.0,4.0,32.0,58.0,7.0,5.0,17.0,17.0,1748.0,198.0,1023.0,1060.0,2107.0,48.0,288.0,3093.0,3637.0,47.0,58.0,212.0,32.0,2.0,31.0,89.0,933.0,177.0,64.0,181.0,16.0,347.0,57.0,53.0,22.0,52.0,551.0,282.0,21.0,158.0,42.0,0.0,5.0,10.0,24.0,0.0,7.0,30.0
ENSG00000232591,4.0,16.0,2.0,2.0,243.0,7.0,4.0,3.0,72.0,1.0,5.0,0.0,0.0,43.0,27.0,0.0,2.0,5.0,72.0,1.0,0.0,3.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,154.0,1.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,13.0,8.0,8.0,4.0,2.0,2.0,185.0,54.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,31.0,41.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,233.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
ENSG00000232751,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232810,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232878,7054.0,1788.0,218.0,406.0,5838.0,404.0,284.0,242.0,514.0,95.0,219.0,57.0,777.0,63.0,460.0,51.0,612.0,2674.0,86.0,27.0,13.0,11.0,90.0,270.0,74.0,253.0,7.0,29.0,113.0,6.0,26.0,50.0,8.0,817.0,63.0,2.0,7.0,6.0,6.0,11.0,12.0,15.0,12.0,265.0,10919.0,216.0,44.0,952.0,39.0,33.0,7.0,7.0,13.0,89.0,6.0,51.0,54.0,44.0,1085.0,158.0,760.0,3398.0,2555.0,155.0,742.0,4895.0,16969.0,292.0,383.0,251.0,1187.0,27.0,271.0,240.0,2332.0,313.0,66.0,407.0,91.0,258.0,132.0,38.0,21.0,91.0,1265.0,655.0,147.0,183.0,215.0,4.0,54.0,102.0,96.0,2.0,24.0,40.0
ENSG00000232884,24.0,130.0,53.0,20.0,162.0,37.0,32.0,19.0,331.0,10.0,14.0,6.0,7.0,117.0,62.0,2.0,34.0,11.0,263.0,15.0,6.0,11.0,16.0,22.0,2.0,34.0,1.0,24.0,7.0,4.0,0.0,7.0,6.0,2.0,62.0,56.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,37.0,110.0,3.0,7.0,2.0,4.0,155.0,0.0,5.0,5.0,56.0,11.0,3.0,0.0,0.0,139.0,9.0,16.0,11.0,9.0,15.0,165.0,77.0,21.0,39.0,24.0,7.0,10.0,0.0,83.0,97.0,40.0,0.0,3.0,3.0,0.0,6.0,34.0,3.0,5.0,6.0,4.0,276.0,1.0,5.0,1.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0
ENSG00000232885,78.0,506.0,567.0,509.0,81.0,788.0,237.0,562.0,87.0,1002.0,33.0,57.0,8.0,6.0,76.0,8.0,39.0,21.0,15.0,6.0,7.0,69.0,26.0,18.0,8.0,40.0,2.0,5.0,37.0,0.0,3.0,58.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,429.0,133.0,400.0,323.0,5.0,2.0,1.0,0.0,0.0,21.0,18.0,2.0,5.0,0.0,0.0,1645.0,205.0,374.0,43.0,21.0,46.0,184.0,66.0,78.0,34.0,1895.0,311.0,174.0,12.0,23.0,19.0,62.0,4.0,16.0,36.0,0.0,759.0,75.0,5.0,85.0,31.0,5.0,94.0,41.0,6.0,3.0,0.0,3.0,8.0,1.0,0.0,1.0,0.0
ENSG00000232892,123.0,55.0,144.0,112.0,92.0,601.0,54.0,28.0,27.0,66.0,27.0,5.0,25.0,5.0,16.0,8.0,19.0,39.0,4.0,5.0,3.0,2.0,12.0,7.0,4.0,9.0,0.0,3.0,17.0,1.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,120.0,53.0,12.0,21.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,115.0,41.0,74.0,59.0,60.0,24.0,39.0,120.0,205.0,12.0,381.0,111.0,33.0,2.0,11.0,9.0,48.0,3.0,9.0,12.0,0.0,144.0,6.0,6.0,1.0,15.0,17.0,10.0,3.0,4.0,4.0,2.0,6.0,4.0,2.0,0.0,0.0,1.0
ENSG00000232895,6.0,3.0,1.0,2.0,36.0,3.0,3.0,0.0,17.0,2.0,3.0,0.0,0.0,4.0,8.0,0.0,3.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,3.0,40.0,8.0,6.0,3.0,5.0,2.0,4.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000233008,676.0,2007.0,809.0,418.0,474.0,1144.0,611.0,652.0,36.0,113.0,144.0,209.0,39.0,18.0,66.0,67.0,570.0,244.0,299.0,17.0,42.0,58.0,76.0,16.0,79.0,387.0,17.0,109.0,82.0,45.0,6.0,44.0,31.0,53.0,23.0,3.0,5.0,16.0,30.0,6.0,150.0,18.0,24.0,769.0,1022.0,169.0,46.0,92.0,25.0,25.0,14.0,87.0,8.0,35.0,28.0,54.0,4.0,6.0,4100.0,373.0,864.0,176.0,265.0,188.0,85.0,836.0,580.0,789.0,829.0,279.0,381.0,6.0,1354.0,52.0,160.0,41.0,59.0,71.0,11.0,234.0,272.0,98.0,23.0,113.0,161.0,62.0,165.0,90.0,10.0,0.0,87.0,163.0,17.0,2.0,18.0,6.0
ENSG00000233215,2.0,35.0,5.0,14.0,2.0,77.0,0.0,3.0,0.0,20.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,16.0,1.0,0.0,5.0,4.0,2.0,4.0,0.0,33.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ENSG00000233288,4.0,1.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233290,73.0,601.0,257.0,88.0,57.0,146.0,159.0,141.0,35.0,40.0,82.0,50.0,18.0,27.0,5.0,5.0,2375.0,47.0,896.0,24.0,34.0,12.0,91.0,7.0,178.0,1492.0,9.0,121.0,222.0,109.0,2.0,21.0,44.0,3.0,2.0,1.0,0.0,34.0,5.0,4.0,189.0,34.0,0.0,222.0,127.0,43.0,6.0,4.0,15.0,2.0,0.0,199.0,5.0,2.0,7.0,185.0,1.0,1.0,1260.0,111.0,233.0,63.0,77.0,76.0,32.0,72.0,165.0,3317.0,171.0,63.0,1237.0,1.0,5591.0,22.0,37.0,1.0,58.0,7.0,2.0,39.0,324.0,48.0,15.0,44.0,21.0,12.0,674.0,13.0,9.0,2.0,17.0,939.0,0.0,2.0,1.0,4.0
ENSG00000233420,143.0,1280.0,887.0,1243.0,108.0,1494.0,1088.0,976.0,281.0,568.0,174.0,206.0,27.0,47.0,178.0,2.0,219.0,40.0,47.0,53.0,58.0,99.0,92.0,117.0,11.0,128.0,3.0,146.0,130.0,6.0,1.0,52.0,8.0,4.0,1.0,3.0,1.0,7.0,2.0,0.0,27.0,4.0,0.0,1673.0,148.0,119.0,706.0,6.0,33.0,12.0,2.0,23.0,72.0,30.0,18.0,9.0,0.0,2.0,1415.0,190.0,851.0,28.0,37.0,120.0,109.0,87.0,107.0,389.0,750.0,137.0,70.0,10.0,283.0,292.0,81.0,3.0,83.0,91.0,1.0,328.0,107.0,164.0,40.0,88.0,9.0,45.0,21.0,16.0,5.0,2.0,9.0,37.0,0.0,1.0,0.0,0.0
ENSG00000233429,0.0,2.0,1.0,0.0,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233432,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,7.0,4.0,0.0,1.0,4.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233452,439.0,3851.0,2167.0,1005.0,256.0,3063.0,1057.0,929.0,130.0,271.0,746.0,394.0,76.0,75.0,63.0,11.0,1395.0,183.0,843.0,142.0,145.0,102.0,418.0,52.0,93.0,1214.0,29.0,586.0,508.0,72.0,10.0,81.0,77.0,24.0,18.0,15.0,23.0,65.0,7.0,19.0,252.0,42.0,11.0,1481.0,384.0,461.0,178.0,35.0,94.0,80.0,9.0,216.0,55.0,35.0,118.0,124.0,0.0,7.0,7566.0,1029.0,1341.0,137.0,178.0,592.0,125.0,372.0,325.0,1706.0,2128.0,857.0,2173.0,1.0,2956.0,157.0,94.0,20.0,303.0,99.0,61.0,408.0,1261.0,371.0,129.0,221.0,56.0,70.0,286.0,121.0,8.0,2.0,44.0,490.0,2.0,6.0,18.0,5.0
ENSG00000233541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233672,139.0,116.0,45.0,52.0,431.0,66.0,40.0,41.0,672.0,36.0,39.0,2.0,18.0,59.0,219.0,8.0,70.0,31.0,51.0,8.0,7.0,9.0,15.0,28.0,3.0,39.0,1.0,14.0,25.0,1.0,1.0,10.0,2.0,25.0,37.0,20.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,37.0,263.0,28.0,20.0,18.0,8.0,40.0,0.0,3.0,8.0,35.0,4.0,9.0,5.0,0.0,196.0,33.0,84.0,36.0,53.0,43.0,430.0,175.0,235.0,73.0,61.0,16.0,35.0,2.0,63.0,140.0,105.0,8.0,26.0,12.0,2.0,29.0,26.0,15.0,19.0,14.0,47.0,201.0,12.0,13.0,2.0,0.0,16.0,22.0,1.0,0.0,1.0,2.0
ENSG00000233723,1195.0,4797.0,1793.0,1318.0,961.0,3383.0,929.0,686.0,95.0,526.0,2444.0,246.0,217.0,49.0,59.0,8.0,5667.0,384.0,1051.0,182.0,332.0,71.0,894.0,48.0,306.0,2036.0,13.0,1178.0,1145.0,159.0,2.0,211.0,54.0,151.0,33.0,10.0,4.0,125.0,16.0,1.0,371.0,90.0,6.0,1178.0,1600.0,512.0,130.0,113.0,296.0,52.0,2.0,314.0,146.0,27.0,276.0,392.0,11.0,12.0,3801.0,1537.0,1710.0,499.0,474.0,1359.0,181.0,1502.0,1644.0,7149.0,2432.0,713.0,3375.0,0.0,3918.0,139.0,418.0,96.0,649.0,84.0,17.0,844.0,1694.0,540.0,279.0,528.0,236.0,54.0,903.0,65.0,21.0,3.0,22.0,2468.0,8.0,2.0,1.0,16.0
ENSG00000233766,5105.0,895.0,387.0,452.0,4022.0,712.0,244.0,273.0,33.0,58.0,577.0,43.0,553.0,16.0,139.0,96.0,322.0,2730.0,38.0,13.0,28.0,4.0,233.0,24.0,72.0,169.0,4.0,93.0,330.0,2.0,21.0,77.0,5.0,720.0,53.0,2.0,11.0,5.0,66.0,13.0,12.0,13.0,12.0,362.0,6077.0,183.0,16.0,582.0,73.0,5.0,5.0,2.0,27.0,87.0,31.0,17.0,52.0,59.0,562.0,157.0,899.0,3240.0,1213.0,955.0,524.0,4527.0,9560.0,103.0,1056.0,266.0,527.0,35.0,160.0,20.0,1123.0,426.0,118.0,103.0,66.0,299.0,331.0,61.0,103.0,252.0,712.0,73.0,63.0,205.0,110.0,25.0,123.0,54.0,90.0,36.0,12.0,72.0
ENSG00000233828,296.0,935.0,68.0,90.0,1217.0,96.0,31.0,26.0,17.0,53.0,17.0,15.0,107.0,7.0,27.0,0.0,20.0,119.0,14.0,2.0,1.0,3.0,6.0,24.0,0.0,12.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,31.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,25.0,1741.0,37.0,4.0,65.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,6.0,147.0,148.0,81.0,8.0,74.0,16.0,12.0,1556.0,788.0,21.0,47.0,44.0,13.0,3.0,14.0,11.0,366.0,35.0,6.0,21.0,6.0,159.0,6.0,10.0,2.0,5.0,190.0,58.0,3.0,20.0,5.0,0.0,5.0,6.0,1.0,0.0,0.0,5.0
ENSG00000233928,103.0,1431.0,784.0,275.0,86.0,966.0,454.0,340.0,45.0,163.0,673.0,199.0,37.0,32.0,19.0,16.0,3315.0,97.0,1178.0,81.0,88.0,31.0,324.0,12.0,184.0,1439.0,17.0,507.0,247.0,91.0,4.0,40.0,98.0,15.0,5.0,5.0,19.0,49.0,22.0,7.0,509.0,87.0,2.0,429.0,175.0,208.0,39.0,15.0,79.0,15.0,0.0,328.0,37.0,6.0,110.0,242.0,0.0,1.0,2522.0,468.0,566.0,77.0,89.0,615.0,48.0,85.0,214.0,3452.0,1027.0,343.0,2244.0,3.0,4179.0,36.0,39.0,9.0,191.0,14.0,3.0,197.0,773.0,265.0,63.0,248.0,40.0,43.0,640.0,53.0,6.0,2.0,137.0,1025.0,6.0,3.0,3.0,1.0
ENSG00000234056,348.0,284.0,22.0,73.0,95.0,50.0,115.0,112.0,3.0,28.0,4.0,19.0,43.0,1.0,6.0,3.0,0.0,157.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,53.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,99.0,101.0,33.0,17.0,13.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,115.0,39.0,394.0,85.0,185.0,2.0,6.0,57.0,376.0,2.0,17.0,16.0,5.0,0.0,2.0,5.0,30.0,8.0,5.0,5.0,3.0,12.0,1.0,2.0,3.0,2.0,180.0,7.0,0.0,28.0,9.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0
ENSG00000234129,647.0,845.0,239.0,314.0,579.0,319.0,240.0,342.0,161.0,202.0,146.0,74.0,116.0,58.0,109.0,10.0,77.0,149.0,46.0,21.0,35.0,61.0,70.0,39.0,5.0,31.0,1.0,54.0,90.0,1.0,3.0,38.0,0.0,71.0,39.0,7.0,0.0,4.0,1.0,2.0,8.0,4.0,3.0,244.0,938.0,110.0,139.0,41.0,42.0,40.0,1.0,14.0,38.0,20.0,22.0,5.0,0.0,3.0,633.0,222.0,560.0,203.0,226.0,135.0,131.0,668.0,621.0,84.0,303.0,106.0,108.0,4.0,89.0,153.0,209.0,41.0,86.0,70.0,7.0,189.0,95.0,102.0,62.0,58.0,214.0,127.0,17.0,54.0,7.0,10.0,71.0,36.0,6.0,8.0,2.0,10.0
ENSG00000234142,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
